from_type,from_val,to_type,to_val,source,weight
DataType,University/Institution Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,DataType,No dataset,citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,University/Institution Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,University/Institution Data,DataType,No dataset,citation,1
DataType,University/Institution Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,University/Institution Data,Measure,Rank‐based Measures,citation,1
DataType,University/Institution Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,University/Institution Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,RqType,Measurement and Methodological Advances,citation,1
DataType,University/Institution Data,DataType,Administrative/Registry Data,citation,1
DataType,University/Institution Data,Measure,Rank‐based Measures,citation,1
DataType,University/Institution Data,DataType,Linked Administrative Data,citation,1
DataType,University/Institution Data,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
DataType,University/Institution Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,University/Institution Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,DataType,Administrative/Registry Data,citation,1
RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
RqType,Others_RqType,DataType,Linked Administrative Data,citation,1
RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
RqType,Others_RqType,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Others_RqType,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
RqType,Others_RqType,RqType,Measurement and Methodological Advances,citation,1
RqType,Others_RqType,DataType,Administrative/Registry Data,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Theoretical and Structural Models,citation,1
RqType,Others_RqType,Measure,Decomposition / Structural Approaches,citation,1
RqType,Others_RqType,DataType,Linked Administrative Data,citation,1
RqType,Others_RqType,DataType,Administrative/Registry Data,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Measurement and Methodological Advances,citation,1
RqType,Others_RqType,Measure,Others_Measure,citation,1
RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Theoretical and Structural Models,citation,1
RqType,Others_RqType,Measure,Decomposition / Structural Approaches,citation,1
RqType,Others_RqType,DataType,No dataset,citation,1
RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
RqType,Others_RqType,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Others_RqType,RqType,Measurement and Methodological Advances,citation,1
RqType,Others_RqType,DataType,Administrative/Registry Data,citation,1
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,1
DataType,No dataset,Measure,Absolute Mobility Measures,citation,1
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,1
DataType,No dataset,Measure,Rank‐based Measures,citation,1
DataType,No dataset,RqType,Theoretical and Structural Models,citation,1
DataType,No dataset,DataType,Administrative/Registry Data,citation,1
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,1
DataType,No dataset,Measure,Others_Measure,citation,1
DataType,No dataset,DataType,No dataset,citation,1
DataType,No dataset,RqType,Theoretical and Structural Models,citation,1
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,1
DataType,No dataset,Measure,Transition Matrix / Probability Measures,citation,1
DataType,No dataset,DataType,Linked Administrative Data,citation,1
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,1
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,No dataset,DataType,International Panel Data,citation,1
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,No dataset,DataType,National Survey Data,citation,1
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,1
DataType,No dataset,Measure,Absolute Mobility Measures,citation,1
DataType,No dataset,DataType,National Survey Data,citation,1
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,1
DataType,No dataset,Measure,Non‐parametric Approaches,citation,1
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,No dataset,DataType,Linked Administrative Data,citation,1
DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,1
DataType,No dataset,Measure,Absolute Mobility Measures,citation,1
DataType,No dataset,RqType,Measurement and Methodological Advances,citation,1
DataType,No dataset,Measure,Others_Measure,citation,1
DataType,No dataset,DataType,Linked Administrative Data,citation,1
DataType,No dataset,Measure,Regression‐based Measures,citation,1
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,1
DataType,No dataset,DataType,Others_DataType,citation,1
DataType,No dataset,Measure,Non‐parametric Approaches,citation,1
DataType,No dataset,DataType,Administrative/Registry Data,citation,1
DataType,No dataset,Measure,Non‐parametric Approaches,citation,1
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,No dataset,DataType,Archival/Historical Data,citation,1
DataType,No dataset,Measure,Others_Measure,citation,1
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,1
DataType,No dataset,Measure,Others_Measure,citation,1
DataType,No dataset,Measure,Rank‐based Measures,citation,1
DataType,No dataset,Measure,Regression‐based Measures,citation,1
DataType,No dataset,DataType,Linked Administrative Data,citation,1
DataType,No dataset,RqType,Theoretical and Structural Models,citation,1
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Empirical Estimates and Determinants,DataType,International Panel Data,citation,1
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,1
RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
RqType,Empirical Estimates and Determinants,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,1
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,1
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,1
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Empirical Estimates and Determinants,Measure,Others_Measure,citation,1
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,1
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,1
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,1
RqType,Empirical Estimates and Determinants,RqType,Theoretical and Structural Models,citation,1
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,1
RqType,Empirical Estimates and Determinants,Measure,Others_Measure,citation,1
RqType,Empirical Estimates and Determinants,RqType,Theoretical and Structural Models,citation,1
RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,1
RqType,Empirical Estimates and Determinants,Measure,Multigenerational Measures,citation,1
RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,citation,1
RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,1
RqType,Empirical Estimates and Determinants,DataType,Pseudo-Panel/Household Budget Survey,citation,1
RqType,Empirical Estimates and Determinants,Measure,Others_Measure,citation,1
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,1
RqType,Empirical Estimates and Determinants,DataType,Natural/Experimental Data,citation,1
RqType,Empirical Estimates and Determinants,DataType,Others_DataType,citation,1
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,1
RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,1
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,1
RqType,Empirical Estimates and Determinants,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,1
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,1
RqType,Empirical Estimates and Determinants,DataType,Opportunity Atlas,citation,1
RqType,Empirical Estimates and Determinants,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",citation,1
RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,citation,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,citation,1
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,1
RqType,Empirical Estimates and Determinants,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
RqType,Empirical Estimates and Determinants,RqType,Theoretical and Structural Models,citation,1
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,1
RqType,Empirical Estimates and Determinants,DataType,Opportunity Atlas,citation,1
RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,1
Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,citation,1
Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,1
